45189,STARLINK-1230,2025-12-13T22:26:21.502176,2025-12-14T13:04:14.456627,53.0561,71.5892,0.0001943,94.7656,265.3555,15.06394765,68797-4,31913,1 45189U 20012M   25347.93497109  .00000743  00000+0  68797-4 0  9999,2 45189  53.0561  71.5892 0001943  94.7656 265.3555 15.06394765319139
45190,STARLINK-1234,2025-12-13T09:23:44.236608,2025-12-14T13:04:14.456627,53.0508,21.0235,0.0007261,358.9206,1.1782,15.43193486,22150-2,32247,1 45190U 20012N   25347.39148422  .00100778  00000+0  22150-2 0  9992,2 45190  53.0508  21.0235 0007261 358.9206   1.1782 15.43193486322475
45197,STARLINK-1269,2025-12-13T22:42:17.985600,2025-12-14T13:04:14.456627,53.0543,71.536,0.0001364,85.2455,274.869,15.06390238,-73813-4,32188,1 45197U 20012V   25347.94604150 -.00001380  00000+0 -73813-4 0  9990,2 45197  53.0543  71.5360 0001364  85.2455 274.8690 15.06390238321888
45198,STARLINK-1154,2025-12-13T14:31:18.805728,2025-12-14T13:04:14.456627,53.0557,53.067,0.0001399,89.8234,270.2915,15.06417755,18099-3,32208,1 45198U 20012W   25347.60507877  .00002417  00000+0  18099-3 0  9996,2 45198  53.0557  53.0670 0001399  89.8234 270.2915 15.06417755322083
45201,STARLINK-1199,2025-12-13T21:09:24.701760,2025-12-14T13:04:14.456627,53.0569,51.8302,0.0001082,96.7396,263.3716,15.06386106,73942-4,32218,1 45201U 20012Z   25347.88153590  .00000820  00000+0  73942-4 0  9995,2 45201  53.0569  51.8302 0001082  96.7396 263.3716 15.06386106322182
45206,STARLINK-1209,2025-12-13T22:51:09.139104,2025-12-14T13:04:14.456627,53.0536,20.9314,0.0007835,3.7756,356.3304,15.36497678,16992-2,32167,1 45206U 20012AE  25347.95218911  .00061569  00000+0  16992-2 0  9994,2 45206  53.0536  20.9314 0007835   3.7756 356.3304 15.36497678321670
45207,STARLINK-1210,2025-12-14T00:00:04.000320,2025-12-14T13:04:14.456627,53.0214,333.6841,0.0003261,145.9029,180.8937,15.68505846,15451-2,579,1 45207U 20012AF  25348.00004630  .00181543  00000+0  15451-2 0  9997,2 45207  53.0214 333.6841 0003261 145.9029 180.8937 15.68505846  5790
45212,STARLINK-1231,2025-12-13T13:18:42.789024,2025-12-14T13:04:14.456627,53.0506,49.4149,0.0002955,164.812,195.2962,15.15202864,10988-2,32214,1 45212U 20012AL  25347.55466191  .00020633  00000+0  10988-2 0  9998,2 45212  53.0506  49.4149 0002955 164.8120 195.2962 15.15202864322149
45217,STARLINK-1271,2025-12-13T14:26:00.739680,2025-12-14T13:04:14.456627,53.0558,53.0839,0.0001161,93.0981,267.0141,15.06430477,-56793-4,32214,1 45217U 20012AR  25347.60139745 -.00001128  00000+0 -56793-4 0  9997,2 45217  53.0558  53.0839 0001161  93.0981 267.0141 15.06430477322144
45222,STARLINK-1191,2025-12-13T09:52:41.541888,2025-12-14T13:04:14.456627,53.0564,33.9358,0.0001504,89.9454,270.1707,15.06408493,10035-2,32239,1 45222U 20012AW  25347.41159192  .00014701  00000+0  10035-2 0  9996,2 45222  53.0564  33.9358 0001504  89.9454 270.1707 15.06408493322393
45223,STARLINK-1212,2025-12-13T19:52:35.019840,2025-12-14T13:04:14.456627,53.0543,32.7213,0.0001356,83.4104,276.7039,15.06386579,-30976-4,32245,1 45223U 20012AX  25347.82818310 -.00000743  00000+0 -30976-4 0  9997,2 45223  53.0543  32.7213 0001356  83.4104 276.7039 15.06386579322451
45225,STARLINK-1215,2025-12-13T20:24:18.597600,2025-12-14T13:04:14.456627,53.0553,31.9657,0.0001287,87.5968,272.5168,15.06397694,21158-3,32241,1 45225U 20012AZ  25347.85021525  .00002871  00000+0  21158-3 0  9999,2 45225  53.0553  31.9657 0001287  87.5968 272.5168 15.06397694322416
45227,STARLINK-1221,2025-12-13T05:14:59.254368,2025-12-14T13:04:14.456627,53.068,318.2947,0.0005598,91.1579,269.0066,15.3858652,62850-3,32338,1 45227U 20012BB  25347.21874137  .00023994  00000+0  62850-3 0  9999,2 45227  53.0680 318.2947 0005598  91.1579 269.0066 15.38586520323388
45228,STARLINK-1222,2025-12-14T00:00:04.000320,2025-12-14T13:04:14.456627,53.0565,30.5083,0.000153,67.8412,250.9425,15.22175755,79890-1,564,1 45228U 20012BC  25348.00004630  .02067840  00000+0  79890-1 0  9991,2 45228  53.0565  30.5083 0001530  67.8412 250.9425 15.22175755  5645
45229,STARLINK-1226,2025-12-13T12:21:16.383744,2025-12-14T13:04:14.456627,53.0548,33.4716,0.0001713,106.1942,253.9236,15.06433404,14350-2,32230,1 45229U 20012BD  25347.51477296  .00021177  00000+0  14350-2 0  9991,2 45229  53.0548  33.4716 0001713 106.1942 253.9236 15.06433404322308
45230,STARLINK-1227,2025-12-13T20:13:42.107808,2025-12-14T13:04:14.456627,53.0549,31.9954,0.0001596,79.027,281.0899,15.06391846,-33744-4,32247,1 45230U 20012BE  25347.84284847 -.00000784  00000+0 -33744-4 0  9990,2 45230  53.0549  31.9954 0001596  79.0270 281.0899 15.06391846322477
45235,STARLINK-1246,2025-12-13T15:48:19.022400,2025-12-14T13:04:14.456627,53.0548,72.8244,0.0001602,93.5941,266.5231,15.06385372,61802-3,32189,1 45235U 20012BK  25347.65855350  .00008932  00000+0  61802-3 0  9993,2 45235  53.0548  72.8244 0001602  93.5941 266.5231 15.06385372321891
45237,STARLINK-1270,2025-12-13T20:40:13.514592,2025-12-14T13:04:14.456627,53.054,31.9176,0.0001314,100.3918,259.7219,15.06398194,88781-4,32246,1 45237U 20012BM  25347.86126753  .00001041  00000+0  88781-4 0  9996,2 45237  53.0540  31.9176 0001314 100.3918 259.7219 15.06398194322466
45360,STARLINK-1279,2025-12-14T00:00:04.000320,2025-12-14T13:04:14.456627,53.0487,149.1414,0.0007032,165.7159,188.9231,15.41255773,23806-2,567,1 45360U 20019A   25348.00004630  .00101529  00000+0  23806-2 0  9993,2 45360  53.0487 149.1414 0007032 165.7159 188.9231 15.41255773  5677
45361,STARLINK-1301,2025-12-14T00:00:04.000320,2025-12-14T13:04:14.456627,53.049,158.0347,0.0007604,158.3671,100.1991,15.44302202,31392-2,595,1 45361U 20019B   25348.00004630  .00149422  00000+0  31392-2 0  9997,2 45361  53.0490 158.0347 0007604 158.3671 100.1991 15.44302202  5951
45362,STARLINK-1306,2025-12-14T00:00:04.000320,2025-12-14T13:04:14.456627,53.0368,136.147,0.0001479,46.0013,156.8526,15.89004877,96862-3,590,1 45362U 20019C   25348.00004630  .00291405  00000+0  96862-3 0  9991,2 45362  53.0368 136.1470 0001479  46.0013 156.8526 15.89004877  5900
45366,STARLINK-1262,2025-12-13T20:08:22.390656,2025-12-14T13:04:14.456627,53.0545,192.0128,0.0001414,94.5268,265.5882,15.06401824,65896-4,31679,1 45366U 20019G   25347.83914804  .00000700  00000+0  65896-4 0  9998,2 45366  53.0545 192.0128 0001414  94.5268 265.5882 15.06401824316798
45367,STARLINK-1273,2025-12-13T20:40:13.149984,2025-12-14T13:04:14.456627,53.0547,191.9133,0.0001425,90.8342,269.2811,15.06402769,71596-4,31679,1 45367U 20019H   25347.86126331  .00000785  00000+0  71596-4 0  9999,2 45367  53.0547 191.9133 0001425  90.8342 269.2811 15.06402769316791
45368,STARLINK-1276,2025-12-13T21:33:17.110944,2025-12-14T13:04:14.456627,53.053,191.7521,0.000124,94.3092,265.8038,15.06392976,-18611-3,31680,1 45368U 20019J   25347.89811471 -.00003052  00000+0 -18611-3 0  9999,2 45368  53.0530 191.7521 0001240  94.3092 265.8038 15.06392976316802
45369,STARLINK-1277,2025-12-13T21:22:47.802720,2025-12-14T13:04:14.456627,53.0541,192.411,0.0001613,96.5769,263.5404,15.06400887,-13878-4,31679,1 45369U 20019K   25347.89083105 -.00000488  00000+0 -13878-4 0  9996,2 45369  53.0541 192.4110 0001613  96.5769 263.5404 15.06400887316797
45370,STARLINK-1281,2025-12-13T21:17:22.975872,2025-12-14T13:04:14.456627,53.0533,191.8036,0.0001433,92.2477,267.8676,15.06404469,55646-4,31680,1 45370U 20019L   25347.88707148  .00000548  00000+0  55646-4 0  9991,2 45370  53.0533 191.8036 0001433  92.2477 267.8676 15.06404469316809
45374,STARLINK-1300,2025-12-13T23:24:46.662912,2025-12-14T13:04:14.456627,53.0548,191.4011,0.000176,95.1182,265.0008,15.06389053,49881-4,31681,1 45374U 20019Q   25347.97554008  .00000461  00000+0  49881-4 0  9998,2 45374  53.0548 191.4011 0001760  95.1182 265.0008 15.06389053316817
45375,STARLINK-1302,2025-12-13T20:34:54.881760,2025-12-14T13:04:14.456627,53.0523,191.9325,0.0001509,92.0275,268.0887,15.06397432,18688-3,31679,1 45375U 20019R   25347.85757965  .00002503  00000+0  18688-3 0  9992,2 45375  53.0523 191.9325 0001509  92.0275 268.0887 15.06397432316799
45376,STARLINK-1304,2025-12-13T21:01:27.764256,2025-12-14T13:04:14.456627,53.0535,191.8476,0.0001264,90.3344,269.779,15.06395243,-82402-4,31679,1 45376U 20019S   25347.87601579 -.00001508  00000+0 -82402-4 0  9996,2 45376  53.0535 191.8476 0001264  90.3344 269.7790 15.06395243316794
45377,STARLINK-1305,2025-12-13T21:00:23.352192,2025-12-14T13:04:14.456627,53.0518,181.0302,0.0009301,140.9902,219.1773,15.37467977,19687-2,31695,1 45377U 20019T   25347.87527028  .00073827  00000+0  19687-2 0  9997,2 45377  53.0518 181.0302 0009301 140.9902 219.1773 15.37467977316953
45379,STARLINK-1319,2025-12-13T19:52:39.900576,2025-12-14T13:04:14.456627,53.0519,182.2165,0.0007799,146.1784,213.9719,15.42411695,18028-2,31693,1 45379U 20019V   25347.82823959  .00079602  00000+0  18028-2 0  9991,2 45379  53.0519 182.2165 0007799 146.1784 213.9719 15.42411695316933
45383,STARLINK-1266,2025-12-13T19:55:07.352544,2025-12-14T13:04:14.456627,53.0543,172.0592,0.0001424,86.6401,273.4751,15.06420834,-13539-3,31706,1 45383U 20019Z   25347.82994621 -.00002299  00000+0 -13539-3 0  9994,2 45383  53.0543 172.0592 0001424  86.6401 273.4751 15.06420834317066
45384,STARLINK-1267,2025-12-14T00:00:04.000320,2025-12-14T13:04:14.456627,53.0539,171.9125,0.0001331,93.5084,211.4217,15.11232683,45869-2,579,1 45384U 20019AA  25348.00004630  .00078552  00000+0  45869-2 0  9991,2 45384  53.0539 171.9125 0001331  93.5084 211.4217 15.11232683  5795
45386,STARLINK-1272,2025-12-14T00:00:04.000320,2025-12-14T13:04:14.456627,53.0502,159.7262,0.0008025,160.9848,244.7103,15.40749088,27503-2,567,1 45386U 20019AC  25348.00004630  .00115639  00000+0  27503-2 0  9996,2 45386  53.0502 159.7262 0008025 160.9848 244.7103 15.40749088  5671
45387,STARLINK-1274,2025-12-14T00:00:04.000320,2025-12-14T13:04:14.456627,53.0329,148.754,0.0003077,111.845,342.2864,15.34503759,28477-2,593,1 45387U 20019AD  25348.00004630  .00097431  00000+0  28477-2 0  9997,2 45387  53.0329 148.7540 0003077 111.8450 342.2864 15.34503759  5935
45388,STARLINK-1280,2025-12-13T23:04:11.107488,2025-12-14T13:04:14.456627,53.0508,177.5359,0.0009973,137.5701,222.6078,15.462924,47727-3,31699,1 45388U 20019AE  25347.96123967  .00023576  00000+0  47727-3 0  9996,2 45388  53.0508 177.5359 0009973 137.5701 222.6078 15.46292400316998
45389,STARLINK-1283,2025-12-13T21:03:07.703136,2025-12-14T13:04:14.456627,53.0518,160.0994,0.0009284,156.0551,204.0885,15.36346443,43774-2,31724,1 45389U 20019AF  25347.87717249  .00160588  00000+0  43774-2 0  9991,2 45389  53.0518 160.0994 0009284 156.0551 204.0885 15.36346443317241
45390,STARLINK-1284,2025-12-13T21:35:57.846912,2025-12-14T13:04:14.456627,53.0549,171.7476,0.0001386,90.0238,270.0909,15.06389102,77917-4,31707,1 45390U 20019AG  25347.89997508  .00000879  00000+0  77917-4 0  9997,2 45390  53.0549 171.7476 0001386  90.0238 270.0909 15.06389102317072
